,book1,book2,book3,book4,book5,user,genre
831,5904,2165,3016,7566,1649,"465, 777, 1268",Chick-lit
832,2075,2165,1913,3016,1649,"465, 777, 1417",Chick-lit
833,2581,2165,3011,8501,1542,"465, 942, 952",Chick-lit
834,2581,1649,3011,8501,1542,"465, 942, 1063",Chick-lit
835,1649,4839,3016,1913,1542,"465, 942, 1072",Chick-lit
836,3011,1649,8501,1542,3016,"465, 942, 1111",Chick-lit
837,3016,1649,4218,1542,7566,"465, 942, 1268",Chick-lit
838,1649,2165,2075,1542,1913,"465, 942, 1417",Chick-lit
839,2581,3011,2075,4839,1913,"465, 952, 1063",Chick-lit
840,1649,4839,2581,1913,3016,"465, 952, 1072",Chick-lit
841,3011,2581,1649,3016,4839,"465, 952, 1111",Chick-lit
842,2581,3016,1649,2165,4839,"465, 952, 1268",Chick-lit
843,2581,2165,1913,3016,1649,"465, 952, 1417",Chick-lit
844,1649,1913,4839,3016,2165,"465, 1063, 1072",Chick-lit
845,3011,1649,2165,2075,3016,"465, 1063, 1111",Chick-lit
846,3016,1649,2581,2165,7566,"465, 1063, 1268",Chick-lit
847,1649,1913,2075,2581,2165,"465, 1063, 1417",Chick-lit
848,3011,3016,1913,1649,4839,"465, 1072, 1111",Chick-lit
849,3016,1649,4839,1913,2165,"465, 1072, 1268",Chick-lit
850,1649,3016,4839,2165,2938,"465, 1072, 1417",Chick-lit
851,3011,3016,1649,2165,2075,"465, 1111, 1268",Chick-lit
852,3011,2075,3016,1735,2165,"465, 1111, 1417",Chick-lit
853,1735,2165,3016,1649,2708,"465, 1268, 1417",Chick-lit
854,2165,4218,1913,2938,5445,"509, 647, 694",Chick-lit
855,2069,4218,2165,1913,2075,"509, 647, 741",Chick-lit
856,2581,4218,2165,1913,2938,"509, 647, 761",Chick-lit
857,2069,4218,1649,2165,2075,"509, 647, 777",Chick-lit
858,4218,2165,2938,2069,1913,"509, 647, 942",Chick-lit
859,2581,4218,2069,1913,2165,"509, 647, 952",Chick-lit
860,1913,2069,4218,1649,1748,"509, 647, 1063",Chick-lit
861,2938,1913,2165,2069,4218,"509, 647, 1072",Chick-lit
862,3011,4218,2938,2069,2165,"509, 647, 1111",Chick-lit
863,4218,2165,1913,2069,3211,"509, 647, 1268",Chick-lit
864,2165,2069,2581,1913,2938,"509, 647, 1417",Chick-lit
865,2165,3211,1913,2581,4218,"509, 694, 741",Chick-lit
866,3211,2165,1913,2581,3503,"509, 694, 761",Chick-lit
867,2069,2165,1649,5904,3211,"509, 694, 777",Chick-lit
868,2165,4218,3211,3011,1913,"509, 694, 942",Chick-lit
869,2581,2165,4218,8380,3011,"509, 694, 952",Chick-lit
870,2165,1748,8380,1913,3011,"509, 694, 1063",Chick-lit
871,3211,2165,1913,2938,3503,"509, 694, 1072",Chick-lit
872,3011,2165,1748,1913,3211,"509, 694, 1111",Chick-lit
873,2165,3211,1913,4218,5445,"509, 694, 1268",Chick-lit
874,2165,1748,2069,2708,3011,"509, 694, 1417",Chick-lit
875,2581,4218,2165,3211,8501,"509, 741, 761",Chick-lit
876,2165,5904,4218,1913,8501,"509, 741, 777",Chick-lit
877,2165,4218,8501,2075,2581,"509, 741, 942",Chick-lit
878,2581,2165,4218,8501,2069,"509, 741, 952",Chick-lit
879,1913,2165,8501,4218,2581,"509, 741, 1063",Chick-lit
880,2165,3211,1913,2581,1713,"509, 741, 1072",Chick-lit
881,3011,2165,4218,8501,3211,"509, 741, 1111",Chick-lit
882,2165,3211,1913,2069,4218,"509, 741, 1268",Chick-lit
883,2165,2069,2581,3211,8501,"509, 741, 1417",Chick-lit
884,2581,5904,4218,1649,2069,"509, 761, 777",Chick-lit
885,2581,4218,2165,8501,3211,"509, 761, 942",Chick-lit
886,2581,4218,8501,2165,1748,"509, 761, 952",Chick-lit
887,2581,5904,4218,1649,8501,"509, 761, 1063",Chick-lit
888,2581,3211,2165,1913,4218,"509, 761, 1072",Chick-lit
889,3011,2165,4218,1748,2581,"509, 761, 1111",Chick-lit
890,2581,2165,1913,4218,3211,"509, 761, 1268",Chick-lit
891,2165,2581,5904,1913,3211,"509, 761, 1417",Chick-lit
892,2165,4218,8501,2069,1649,"509, 777, 942",Chick-lit
893,2581,2165,1913,1649,4218,"509, 777, 952",Chick-lit
894,2165,1913,5904,1649,2069,"509, 777, 1063",Chick-lit
895,1649,5904,2069,2165,3211,"509, 777, 1072",Chick-lit
896,2165,3011,5904,8501,2610,"509, 777, 1111",Chick-lit
897,2165,5904,2069,1649,1913,"509, 777, 1268",Chick-lit
898,2165,2069,2938,1711,5904,"509, 777, 1417",Chick-lit
899,2581,8501,2165,4218,3011,"509, 942, 952",Chick-lit
900,8501,2165,4218,1913,2069,"509, 942, 1063",Chick-lit
901,2165,3211,4218,1913,1649,"509, 942, 1072",Chick-lit
902,3011,2165,8501,4218,3211,"509, 942, 1111",Chick-lit
903,2165,4218,1913,2069,3211,"509, 942, 1268",Chick-lit
904,2165,8501,2069,2581,4098,"509, 942, 1417",Chick-lit
905,2581,4218,5904,2165,3011,"509, 952, 1063",Chick-lit
906,2165,4218,1649,2581,1913,"509, 952, 1072",Chick-lit
907,3011,2165,2581,8501,4218,"509, 952, 1111",Chick-lit
908,2581,2165,4218,1913,2069,"509, 952, 1268",Chick-lit
909,2581,2165,1748,8501,3011,"509, 952, 1417",Chick-lit
910,1913,5904,1713,1649,1748,"509, 1063, 1072",Chick-lit
911,3011,1748,2165,4218,8501,"509, 1063, 1111",Chick-lit
912,1913,2165,5904,4218,2069,"509, 1063, 1268",Chick-lit
913,1748,2165,2581,8501,1913,"509, 1063, 1417",Chick-lit
914,2165,3011,1913,3211,2938,"509, 1072, 1111",Chick-lit
915,2165,1913,3211,4218,1649,"509, 1072, 1268",Chick-lit
916,2165,3211,2069,2938,5904,"509, 1072, 1417",Chick-lit
917,2165,3011,4218,1913,2069,"509, 1111, 1268",Chick-lit
918,3011,2165,1748,1711,2069,"509, 1111, 1417",Chick-lit
919,2165,2069,5904,1913,2581,"509, 1268, 1417",Chick-lit
920,5445,3016,2610,1913,3516,"647, 694, 741",Chick-lit
921,1913,2165,1735,5445,2371,"647, 694, 761",Chick-lit
922,1649,2371,1913,3016,5445,"647, 694, 777",Chick-lit
923,2938,3016,2371,5445,2610,"647, 694, 942",Chick-lit
924,1913,2581,2371,2938,8380,"647, 694, 952",Chick-lit
925,2371,1748,1913,2075,1649,"647, 694, 1063",Chick-lit
926,3016,2938,3516,2610,2589,"647, 694, 1072",Chick-lit
927,3011,3016,1748,1913,5427,"647, 694, 1111",Chick-lit
928,3016,2610,5445,3516,2371,"647, 694, 1268",Chick-lit
929,1430,3016,2938,2371,2610,"647, 694, 1417",Chick-lit
930,2581,1913,2165,5445,1735,"647, 741, 761",Chick-lit
931,2075,1913,5445,2165,3011,"647, 741, 777",Chick-lit
932,5445,2581,1542,2610,1913,"647, 741, 942",Chick-lit
933,2581,1913,5445,2165,6506,"647, 741, 952",Chick-lit
934,2581,2075,5445,1913,2708,"647, 741, 1063",Chick-lit
935,5445,3016,2610,1913,2075,"647, 741, 1072",Chick-lit
936,3011,2075,1913,3016,2165,"647, 741, 1111",Chick-lit
937,5445,1913,3016,2610,2075,"647, 741, 1268",Chick-lit
938,2075,5445,2610,1735,4322,"647, 741, 1417",Chick-lit
939,2069,1649,5445,2165,2581,"647, 761, 777",Chick-lit
940,1913,4218,2581,2165,1649,"647, 761, 942",Chick-lit
941,2581,1913,2069,2165,1649,"647, 761, 952",Chick-lit
942,1913,2581,1649,2165,2371,"647, 761, 1063",Chick-lit
943,1913,5445,2581,7566,2165,"647, 761, 1072",Chick-lit
944,3011,2165,1913,2938,1748,"647, 761, 1111",Chick-lit
945,1913,2165,2581,7566,4218,"647, 761, 1268",Chick-lit
946,1913,2165,3567,1735,2581,"647, 761, 1417",Chick-lit
947,1649,1913,2069,2581,2938,"647, 777, 942",Chick-lit
948,1913,2581,1649,2069,3016,"647, 777, 952",Chick-lit
949,1913,1649,2581,2371,7566,"647, 777, 1063",Chick-lit
950,1913,1649,5445,5790,2075,"647, 777, 1072",Chick-lit
951,1913,3011,3016,2075,1649,"647, 777, 1111",Chick-lit
952,2075,1913,2069,1649,3016,"647, 777, 1268",Chick-lit
953,2075,3016,2069,2165,1430,"647, 777, 1417",Chick-lit
954,2371,2581,1913,2938,1649,"647, 942, 952",Chick-lit
955,2371,2581,1649,1542,2075,"647, 942, 1063",Chick-lit
956,5445,2938,1649,2371,3516,"647, 942, 1072",Chick-lit
957,3011,3016,2938,1913,2165,"647, 942, 1111",Chick-lit
958,3016,1649,4218,1542,7566,"647, 942, 1268",Chick-lit
959,1430,2938,2371,2075,2581,"647, 942, 1417",Chick-lit
960,2581,1913,2938,2075,1649,"647, 952, 1063",Chick-lit
961,1913,1649,2581,2938,8380,"647, 952, 1072",Chick-lit
962,3011,2581,1913,2938,3016,"647, 952, 1111",Chick-lit
963,1913,2165,1649,2581,2371,"647, 952, 1268",Chick-lit
964,2581,2371,2938,1430,1913,"647, 952, 1417",Chick-lit
965,1649,5445,2371,1913,1748,"647, 1063, 1072",Chick-lit
966,3011,1913,3016,1748,2371,"647, 1063, 1111",Chick-lit
967,2075,1649,2371,2581,7566,"647, 1063, 1268",Chick-lit
968,2371,2075,2581,2938,1430,"647, 1063, 1417",Chick-lit
969,3011,3016,1913,1711,2938,"647, 1072, 1111",Chick-lit
970,3016,5445,2610,7566,3516,"647, 1072, 1268",Chick-lit
971,3016,2938,5445,1748,2371,"647, 1072, 1417",Chick-lit
972,3011,3016,1913,2075,2165,"647, 1111, 1268",Chick-lit
973,1430,3011,3016,2075,2938,"647, 1111, 1417",Chick-lit
974,1430,3016,2610,2075,2165,"647, 1268, 1417",Chick-lit
975,1913,2581,2165,5445,3567,"694, 741, 761",Chick-lit
976,5445,1913,2075,5790,3011,"694, 741, 777",Chick-lit
977,1542,5445,2581,3016,2708,"694, 741, 942",Chick-lit
978,2581,1913,8380,5445,5790,"694, 741, 952",Chick-lit
979,2581,1913,8380,2708,2075,"694, 741, 1063",Chick-lit
980,3016,5445,3516,1913,3567,"694, 741, 1072",Chick-lit
981,3011,2075,3016,5427,3567,"694, 741, 1111",Chick-lit
982,3016,1913,3516,5445,2610,"694, 741, 1268",Chick-lit
983,2708,3016,1430,5445,2075,"694, 741, 1417",Chick-lit
984,1913,1649,2581,5904,2165,"694, 761, 777",Chick-lit
985,1913,2165,1542,2581,2371,"694, 761, 942",Chick-lit
986,2581,1913,1649,2371,2165,"694, 761, 952",Chick-lit
987,1913,2581,2371,1649,2165,"694, 761, 1063",Chick-lit
988,1913,2165,2581,3503,3211,"694, 761, 1072",Chick-lit
989,3011,1913,2165,3567,1748,"694, 761, 1111",Chick-lit
990,1913,2165,2581,1649,1735,"694, 761, 1268",Chick-lit
991,1913,2165,1735,3567,2589,"694, 761, 1417",Chick-lit
992,1649,2371,1913,1542,5790,"694, 777, 942",Chick-lit
993,1913,1649,2581,2371,3016,"694, 777, 952",Chick-lit
994,1913,2371,1649,1748,2581,"694, 777, 1063",Chick-lit
995,3016,1649,5445,1913,5904,"694, 777, 1072",Chick-lit
996,1913,3011,3016,2075,5790,"694, 777, 1111",Chick-lit
997,1649,1913,3016,2371,2165,"694, 777, 1268",Chick-lit
998,3016,2075,2165,1430,2938,"694, 777, 1417",Chick-lit
999,2371,2581,2165,1913,3011,"694, 942, 952",Chick-lit
1000,2371,8292,1542,2708,1649,"694, 942, 1063",Chick-lit
1001,2589,2938,3016,5445,3516,"694, 942, 1072",Chick-lit
1002,3011,3016,1748,1542,5427,"694, 942, 1111",Chick-lit
1003,3016,1542,8501,2165,2610,"694, 942, 1268",Chick-lit
1004,1430,2938,2165,2371,3016,"694, 942, 1417",Chick-lit
1005,2371,2581,8380,1649,2938,"694, 952, 1063",Chick-lit
1006,1913,8380,2581,1649,3016,"694, 952, 1072",Chick-lit
1007,2581,3011,1913,8380,3016,"694, 952, 1111",Chick-lit
1008,1913,1649,2165,2581,8380,"694, 952, 1268",Chick-lit
1009,2581,2371,2938,1430,1913,"694, 952, 1417",Chick-lit
1010,8380,1748,2589,2371,3211,"694, 1063, 1072",Chick-lit
1011,3011,1748,3016,2371,8380,"694, 1063, 1111",Chick-lit
1012,2371,1649,8380,2075,1748,"694, 1063, 1268",Chick-lit
1013,2371,2075,2581,2708,2938,"694, 1063, 1417",Chick-lit
1014,3016,3011,5427,1748,1913,"694, 1072, 1111",Chick-lit
1015,3016,5445,2610,1748,2589,"694, 1072, 1268",Chick-lit
1016,3016,2938,3516,2610,2165,"694, 1072, 1417",Chick-lit
1017,3011,3016,1913,2075,2610,"694, 1111, 1268",Chick-lit
1018,3016,3011,2075,1430,1748,"694, 1111, 1417",Chick-lit
1019,3016,1430,2165,2610,1735,"694, 1268, 1417",Chick-lit
1020,2165,2581,5445,7566,8501,"741, 761, 777",Chick-lit
1021,2581,8501,2165,1542,1913,"741, 761, 942",Chick-lit
1022,2581,2069,7566,2165,5445,"741, 761, 952",Chick-lit
1023,2581,1913,3211,2165,8501,"741, 761, 1063",Chick-lit
1024,2581,1913,3211,2165,5445,"741, 761, 1072",Chick-lit
1025,3011,2165,5427,1735,1913,"741, 761, 1111",Chick-lit
1026,2581,2165,1913,1735,7566,"741, 761, 1268",Chick-lit
1027,2165,2581,1913,2069,8501,"741, 761, 1417",Chick-lit
1028,8501,2165,5790,1913,1542,"741, 777, 942",Chick-lit
1029,2581,5790,1913,2165,5445,"741, 777, 952",Chick-lit
1030,2165,1913,2581,5790,2075,"741, 777, 1063",Chick-lit
1031,2165,5445,3016,2075,4839,"741, 777, 1072",Chick-lit
1032,3011,1913,2165,5790,2075,"741, 777, 1111",Chick-lit
1033,2165,2075,1913,3016,1649,"741, 777, 1268",Chick-lit
1034,2165,2075,1713,2610,2069,"741, 777, 1417",Chick-lit
1035,8501,2581,2165,8292,1542,"741, 942, 952",Chick-lit
1036,8501,8292,2581,1542,5904,"741, 942, 1063",Chick-lit
1037,1542,5445,4839,8501,3211,"741, 942, 1072",Chick-lit
1038,3011,8501,5790,5427,1542,"741, 942, 1111",Chick-lit
1039,1542,8501,2165,5904,1913,"741, 942, 1268",Chick-lit
1040,8501,1430,1542,2075,1711,"741, 942, 1417",Chick-lit
1041,2581,1913,8380,2075,8292,"741, 952, 1063",Chick-lit
1042,2581,1913,8380,2165,5445,"741, 952, 1072",Chick-lit
1043,3011,2581,5790,2165,8380,"741, 952, 1111",Chick-lit
1044,2581,2165,1913,8380,2069,"741, 952, 1268",Chick-lit
1045,2581,5790,2165,1913,2708,"741, 952, 1417",Chick-lit
1046,2581,3211,4839,1913,5445,"741, 1063, 1072",Chick-lit
1047,3011,5790,2581,2165,2075,"741, 1063, 1111",Chick-lit
1048,2581,8380,3211,3016,2075,"741, 1063, 1268",Chick-lit
1049,2581,2075,2069,4322,1713,"741, 1063, 1417",Chick-lit
1050,3011,3016,5427,1913,1711,"741, 1072, 1111",Chick-lit
1051,4839,5445,3016,3211,8501,"741, 1072, 1268",Chick-lit
1052,3016,5445,1711,4322,4839,"741, 1072, 1417",Chick-lit
1053,3011,1913,2165,3016,2075,"741, 1111, 1268",Chick-lit
1054,3011,2075,3016,5427,2165,"741, 1111, 1417",Chick-lit
1055,1430,3016,2165,2610,1711,"741, 1268, 1417",Chick-lit
1056,2069,2165,8501,1649,1913,"761, 777, 942",Chick-lit
1057,2581,1649,7566,2069,2165,"761, 777, 952",Chick-lit
1058,1649,2069,2165,2581,7566,"761, 777, 1063",Chick-lit
1059,1649,5445,1913,2581,3211,"761, 777, 1072",Chick-lit
1060,1913,3011,2165,1649,8501,"761, 777, 1111",Chick-lit
1061,2165,1649,1913,2069,2581,"761, 777, 1268",Chick-lit
1062,2069,2165,1913,1649,7566,"761, 777, 1417",Chick-lit
1063,2581,2069,8501,2165,2371,"761, 942, 952",Chick-lit
1064,2581,8501,2371,1913,1649,"761, 942, 1063",Chick-lit
1065,2581,1913,2165,3211,5445,"761, 942, 1072",Chick-lit
1066,3011,2165,5427,8501,1542,"761, 942, 1111",Chick-lit
1067,2165,2581,1649,1913,4218,"761, 942, 1268",Chick-lit
1068,1913,2165,1649,8501,2581,"761, 942, 1417",Chick-lit
1069,2581,2371,1913,1649,7566,"761, 952, 1063",Chick-lit
1070,2581,1913,2165,5445,1649,"761, 952, 1072",Chick-lit
1071,3011,2581,2165,1913,2069,"761, 952, 1111",Chick-lit
1072,2581,1913,2165,1649,7566,"761, 952, 1268",Chick-lit
1073,2581,1913,2165,1713,2069,"761, 952, 1417",Chick-lit
1074,1913,3211,2581,1649,2165,"761, 1063, 1072",Chick-lit
1075,3011,2165,1735,2581,3211,"761, 1063, 1111",Chick-lit
1076,1913,2581,2165,3211,2371,"761, 1063, 1268",Chick-lit
1077,2581,1913,2165,1649,8501,"761, 1063, 1417",Chick-lit
1078,1913,3011,5427,2165,3211,"761, 1072, 1111",Chick-lit
1079,1913,2165,7566,2581,3211,"761, 1072, 1268",Chick-lit
1080,1913,2165,1735,4839,1713,"761, 1072, 1417",Chick-lit
1081,3011,2165,1913,1735,3211,"761, 1111, 1268",Chick-lit
1082,3011,2165,1735,5427,1748,"761, 1111, 1417",Chick-lit
1083,2165,1913,1649,2581,1735,"761, 1268, 1417",Chick-lit
1084,2581,8501,1649,5790,2069,"777, 942, 952",Chick-lit
1085,8501,2581,1913,1649,5790,"777, 942, 1063",Chick-lit
1086,2069,1649,5445,2165,3016,"777, 942, 1072",Chick-lit
1087,8501,1913,3011,5790,3016,"777, 942, 1111",Chick-lit
1088,1649,2165,8501,2075,1542,"777, 942, 1268",Chick-lit
1089,2165,3016,1430,1913,2075,"777, 942, 1417",Chick-lit
1090,2581,1913,1649,5790,2165,"777, 952, 1063",Chick-lit
1091,1649,1913,4839,2069,2581,"777, 952, 1072",Chick-lit
1092,2581,1913,3011,5790,2165,"777, 952, 1111",Chick-lit
1093,1649,2581,1913,2165,2069,"777, 952, 1268",Chick-lit
1094,1913,2581,1713,2165,3016,"777, 952, 1417",Chick-lit
1095,1913,1713,1649,2069,3016,"777, 1063, 1072",Chick-lit
1096,3011,1913,3016,5790,2165,"777, 1063, 1111",Chick-lit
1097,1913,1649,2581,2165,7566,"777, 1063, 1268",Chick-lit
1098,1713,1913,2610,2165,3016,"777, 1063, 1417",Chick-lit
1099,1913,3016,1713,3011,2165,"777, 1072, 1111",Chick-lit
1100,1913,2165,1649,2069,5445,"777, 1072, 1268",Chick-lit
1101,2165,3016,1713,1913,2069,"777, 1072, 1417",Chick-lit
1102,1913,3016,2165,1713,1649,"777, 1111, 1268",Chick-lit
1103,3016,3011,1713,1430,2075,"777, 1111, 1417",Chick-lit
1104,2165,3016,2075,1430,1713,"777, 1268, 1417",Chick-lit
1105,2581,8501,8292,2371,2165,"942, 952, 1063",Chick-lit
1106,1649,2165,1913,2581,3011,"942, 952, 1072",Chick-lit
1107,3011,2581,8501,2165,5790,"942, 952, 1111",Chick-lit
1108,2581,2165,1913,1542,1649,"942, 952, 1268",Chick-lit
1109,2581,1430,2371,2938,8501,"942, 952, 1417",Chick-lit
1110,2371,4839,3211,1542,2581,"942, 1063, 1072",Chick-lit
1111,3011,8501,5790,1542,1748,"942, 1063, 1111",Chick-lit
1112,2581,1542,8501,2371,8292,"942, 1063, 1268",Chick-lit
1113,2371,8501,2581,2075,2938,"942, 1063, 1417",Chick-lit
1114,3011,3016,1913,5427,1711,"942, 1072, 1111",Chick-lit
1115,4839,8501,2704,5445,1542,"942, 1072, 1268",Chick-lit
1116,2938,3016,2165,4839,3516,"942, 1072, 1417",Chick-lit
1117,3011,3016,2165,2610,1913,"942, 1111, 1268",Chick-lit
1118,3011,1430,1711,3016,5427,"942, 1111, 1417",Chick-lit
1119,1430,2165,2610,3016,1649,"942, 1268, 1417",Chick-lit
1120,2581,1649,2371,3211,8380,"952, 1063, 1072",Chick-lit
1121,2581,3011,1913,1748,5790,"952, 1063, 1111",Chick-lit
1122,2581,2371,1649,2165,8380,"952, 1063, 1268",Chick-lit
1123,2581,2938,2371,1430,2075,"952, 1063, 1417",Chick-lit
1124,1913,1711,3011,3016,2165,"952, 1072, 1111",Chick-lit
1125,1649,1913,2165,2581,3016,"952, 1072, 1268",Chick-lit
1126,2581,2938,2165,3016,1913,"952, 1072, 1417",Chick-lit
1127,2581,3011,1913,2165,3016,"952, 1111, 1268",Chick-lit
1128,1748,3011,3016,5427,1913,"952, 1111, 1417",Chick-lit
1129,2581,1430,2165,3016,2371,"952, 1268, 1417",Chick-lit
1130,3011,1913,3016,1748,5427,"1063, 1072, 1111",Chick-lit
1131,4839,2581,1649,3211,1748,"1063, 1072, 1268",Chick-lit
1132,1748,2371,4839,2938,4322,"1063, 1072, 1417",Chick-lit
1133,3011,1913,1748,3016,2581,"1063, 1111, 1268",Chick-lit
1134,3011,1748,2075,1430,1713,"1063, 1111, 1417",Chick-lit
1135,2581,2371,1430,2075,1649,"1063, 1268, 1417",Chick-lit
1136,3011,1913,3016,1711,2165,"1072, 1111, 1268",Chick-lit
1137,3016,3011,1748,1711,5427,"1072, 1111, 1417",Chick-lit
1138,3016,2165,1430,1713,4839,"1072, 1268, 1417",Chick-lit
1139,3016,3011,1430,2165,2610,"1111, 1268, 1417",Chick-lit
1140,8978,7186,8396,6829,9495,"743, 943, 1096",Humor
1141,8978,7186,6829,8430,6919,"743, 943, 1153",Humor
1142,8978,6829,6919,7186,9550,"743, 943, 1331",Humor
1143,8978,7186,6829,7909,8430,"743, 943, 1923",Humor
1144,8978,7186,9495,6829,8430,"743, 943, 2034",Humor
1145,8978,7186,6829,8396,6919,"743, 943, 2579",Humor
1146,8978,7186,6829,7909,6919,"743, 943, 2696",Humor
1147,8978,7186,6829,7909,6919,"743, 943, 2923",Humor
1148,8978,7186,6829,9495,6919,"743, 943, 2936",Humor
1149,8978,7186,6829,7909,6919,"743, 943, 3023",Humor
1150,8978,7186,6829,7909,6919,"743, 943, 3254",Humor
1151,8978,7186,6829,7909,6919,"743, 943, 3524",Humor
1152,8978,6919,7186,8396,6829,"743, 943, 4155",Humor
1153,8978,7186,6829,9495,6919,"743, 943, 4414",Humor
1154,8978,7186,6829,7909,8430,"743, 943, 4686",Humor
1155,8978,7186,6829,8430,6919,"743, 943, 5412",Humor
1156,8978,7186,6829,9495,6919,"743, 943, 5520",Humor
1157,8978,7186,7909,6829,6919,"743, 943, 5693",Humor
1158,8978,8396,7186,9495,8430,"743, 1096, 1153",Humor
1159,8978,8396,6829,7186,6919,"743, 1096, 1331",Humor
1160,8978,7186,8396,6829,9495,"743, 1096, 1923",Humor
1161,8978,8396,7186,6919,6829,"743, 1096, 2034",Humor
1162,8978,8396,7186,9495,6829,"743, 1096, 2579",Humor
1163,8978,8396,7186,6829,9495,"743, 1096, 2696",Humor
1164,8978,8396,7186,6829,6919,"743, 1096, 2923",Humor
1165,8978,8396,7186,6829,6919,"743, 1096, 2936",Humor
1166,8978,8396,7186,6829,9495,"743, 1096, 3023",Humor
1167,8978,8396,7186,6829,6919,"743, 1096, 3254",Humor
1168,8978,8396,7186,6829,9495,"743, 1096, 3524",Humor
1169,8978,8396,7186,6829,6919,"743, 1096, 4155",Humor
1170,8978,7186,8396,6829,9495,"743, 1096, 4414",Humor
1171,8978,8396,7186,6829,6919,"743, 1096, 4686",Humor
1172,8978,8396,7186,6829,6919,"743, 1096, 5412",Humor
1173,8978,8396,7186,6829,9495,"743, 1096, 5520",Humor
1174,8978,7186,8396,6829,8430,"743, 1096, 5693",Humor
1175,8978,6919,6829,7186,9550,"743, 1153, 1331",Humor
1176,8978,7186,8430,6829,6919,"743, 1153, 1923",Humor
1177,8978,7186,6919,9495,8430,"743, 1153, 2034",Humor
1178,8978,7186,6919,8396,5788,"743, 1153, 2579",Humor
1179,8978,7186,7916,6919,6829,"743, 1153, 2696",Humor
1180,8978,7186,6919,8430,6829,"743, 1153, 2923",Humor
1181,8978,7186,6919,8430,9495,"743, 1153, 2936",Humor
1182,8978,7186,6919,8430,6829,"743, 1153, 3023",Humor
1183,8978,7186,6919,8430,6829,"743, 1153, 3254",Humor
1184,8978,7186,8430,6919,6829,"743, 1153, 3524",Humor
1185,8978,7186,6919,8396,8430,"743, 1153, 4155",Humor
1186,8978,7186,6919,8430,6829,"743, 1153, 4414",Humor
1187,8978,7186,8430,6919,6829,"743, 1153, 4686",Humor
1188,8978,7186,6919,6829,5788,"743, 1153, 5412",Humor
1189,8978,7186,9495,6919,6829,"743, 1153, 5520",Humor
1190,8978,7186,6919,8430,6829,"743, 1153, 5693",Humor
1191,8978,6829,6919,7186,9550,"743, 1331, 1923",Humor
1192,8978,6919,6829,7186,7916,"743, 1331, 2034",Humor
1193,8978,6919,6829,8396,7186,"743, 1331, 2579",Humor
1194,8978,6919,6829,7916,7186,"743, 1331, 2696",Humor
1195,8978,6919,6829,7186,7916,"743, 1331, 2923",Humor
1196,8978,6919,6829,7186,9550,"743, 1331, 2936",Humor
1197,8978,6919,6829,7186,7916,"743, 1331, 3023",Humor
1198,8978,6919,6829,7186,9550,"743, 1331, 3254",Humor
1199,8978,6919,6829,7186,7916,"743, 1331, 3524",Humor
1200,8978,8396,6829,6919,7186,"743, 1331, 4155",Humor
1201,8978,6919,6829,7186,9550,"743, 1331, 4414",Humor
1202,8978,6919,6829,7186,7916,"743, 1331, 4686",Humor
1203,8978,6919,6829,7186,8396,"743, 1331, 5412",Humor
1204,8978,6919,6829,7186,8396,"743, 1331, 5520",Humor
1205,8978,6919,6829,7186,7916,"743, 1331, 5693",Humor
1206,8978,7186,8430,6829,9495,"743, 1923, 2034",Humor
1207,8978,7186,6829,6919,8396,"743, 1923, 2579",Humor
1208,8978,7186,6829,7909,6919,"743, 1923, 2696",Humor
1209,8978,7186,6829,8430,6919,"743, 1923, 2923",Humor
1210,8978,7186,6829,8430,6919,"743, 1923, 2936",Humor
1211,8978,7186,6829,8430,6919,"743, 1923, 3023",Humor
1212,8978,7186,6829,8430,6919,"743, 1923, 3254",Humor
1213,8978,7186,6829,8430,6919,"743, 1923, 3524",Humor
1214,8978,7186,6919,6829,8430,"743, 1923, 4155",Humor
1215,8978,7186,6829,8430,6919,"743, 1923, 4414",Humor
1216,8978,7186,6829,8430,6919,"743, 1923, 4686",Humor
1217,8978,7186,8430,6829,6919,"743, 1923, 5412",Humor
1218,8978,7186,6829,9495,6919,"743, 1923, 5520",Humor
1219,8978,7186,6829,8430,6919,"743, 1923, 5693",Humor
1220,8978,7186,6919,9495,6829,"743, 2034, 2579",Humor
1221,8978,7186,7916,6919,9495,"743, 2034, 2696",Humor
1222,8978,7186,6919,9495,8430,"743, 2034, 2923",Humor
1223,8978,7186,6919,9495,8430,"743, 2034, 2936",Humor
1224,8978,7186,6919,9495,8430,"743, 2034, 3023",Humor
1225,8978,7186,6919,9495,8430,"743, 2034, 3254",Humor
1226,8978,7186,6919,8430,9495,"743, 2034, 3524",Humor
1227,8978,7186,6919,8396,8430,"743, 2034, 4155",Humor
1228,8978,7186,6919,9495,7916,"743, 2034, 4414",Humor
1229,8978,7186,8430,6919,9495,"743, 2034, 4686",Humor
1230,8978,7186,6919,9495,7916,"743, 2034, 5412",Humor
1231,8978,7186,6919,9495,7916,"743, 2034, 5520",Humor
1232,8978,7186,6919,8430,6829,"743, 2034, 5693",Humor
1233,8978,7186,6919,6829,8396,"743, 2579, 2696",Humor
1234,8978,7186,6919,6829,8396,"743, 2579, 2923",Humor
1235,8978,7186,6919,8396,6829,"743, 2579, 2936",Humor
1236,8978,7186,6919,8396,6829,"743, 2579, 3023",Humor
1237,8978,7186,6919,6829,8396,"743, 2579, 3254",Humor
1238,8978,7186,6919,6829,8396,"743, 2579, 3524",Humor
